300,0.001,0.0125,0.504
300,0.001,0.025,0.501
300,0.001,0.05,0.491
300,0.001,0.1,0.474
300,0.001,0.2,0.482
300,0.001,0.4,0.492
300,0.001,0.8,0.49
300,0.001,1.6,0.474
300,0.001,3.2,0.461
300,0.001,6.4,0.421
310,0.001,0.0125,0.463
310,0.001,0.025,0.504
310,0.001,0.05,0.502
310,0.001,0.1,0.5
310,0.001,0.2,0.496
310,0.001,0.4,0.501
310,0.001,0.8,0.477
310,0.001,1.6,0.472
310,0.001,3.2,0.466
310,0.001,6.4,0.443
320,0.001,0.0125,0.49
320,0.001,0.025,0.486
320,0.001,0.05,0.495
320,0.001,0.1,0.484
320,0.001,0.2,0.48
320,0.001,0.4,0.486
320,0.001,0.8,0.488
320,0.001,1.6,0.479
320,0.001,3.2,0.455
320,0.001,6.4,0.44
330,0.001,0.0125,0.48
330,0.001,0.025,0.475
330,0.001,0.05,0.493
330,0.001,0.1,0.481
330,0.001,0.2,0.469
330,0.001,0.4,0.485
330,0.001,0.8,0.473
330,0.001,1.6,0.474
330,0.001,3.2,0.461
330,0.001,6.4,0.432
340,0.001,0.0125,0.508
340,0.001,0.025,0.493
340,0.001,0.05,0.498
340,0.001,0.1,0.493
340,0.001,0.2,0.484
340,0.001,0.4,0.486
340,0.001,0.8,0.49
340,0.001,1.6,0.467
340,0.001,3.2,0.455
340,0.001,6.4,0.425
350,0.001,0.0125,0.498
350,0.001,0.025,0.484
350,0.001,0.05,0.478
350,0.001,0.1,0.49
350,0.001,0.2,0.456
350,0.001,0.4,0.492
350,0.001,0.8,0.478
350,0.001,1.6,0.465
350,0.001,3.2,0.453
350,0.001,6.4,0.428
360,0.001,0.0125,0.507
360,0.001,0.025,0.506
360,0.001,0.05,0.486
360,0.001,0.1,0.494
360,0.001,0.2,0.494
360,0.001,0.4,0.48
360,0.001,0.8,0.474
360,0.001,1.6,0.481
360,0.001,3.2,0.465
360,0.001,6.4,0.42
370,0.001,0.0125,0.491
370,0.001,0.025,0.489
370,0.001,0.05,0.492
370,0.001,0.1,0.485
370,0.001,0.2,0.496
370,0.001,0.4,0.498
370,0.001,0.8,0.471
370,0.001,1.6,0.481
370,0.001,3.2,0.468
370,0.001,6.4,0.443
380,0.001,0.0125,0.491
380,0.001,0.025,0.491
380,0.001,0.05,0.506
380,0.001,0.1,0.48
380,0.001,0.2,0.485
380,0.001,0.4,0.481
380,0.001,0.8,0.492
380,0.001,1.6,0.475
380,0.001,3.2,0.451
380,0.001,6.4,0.432
390,0.001,0.0125,0.507
390,0.001,0.025,0.474
390,0.001,0.05,0.484
390,0.001,0.1,0.511
390,0.001,0.2,0.499
390,0.001,0.4,0.486
390,0.001,0.8,0.483
390,0.001,1.6,0.463
390,0.001,3.2,0.462
390,0.001,6.4,0.434
400,0.001,0.0125,0.483
400,0.001,0.025,0.489
400,0.001,0.05,0.486
400,0.001,0.1,0.504
400,0.001,0.2,0.489
400,0.001,0.4,0.487
400,0.001,0.8,0.483
400,0.001,1.6,0.492
400,0.001,3.2,0.452
400,0.001,6.4,0.42
410,0.001,0.0125,0.479
410,0.001,0.025,0.489
410,0.001,0.05,0.482
410,0.001,0.1,0.494
410,0.001,0.2,0.483
410,0.001,0.4,0.493
410,0.001,0.8,0.466
410,0.001,1.6,0.467
410,0.001,3.2,0.452
410,0.001,6.4,0.418
420,0.001,0.0125,0.504
420,0.001,0.025,0.497
420,0.001,0.05,0.489
420,0.001,0.1,0.489
420,0.001,0.2,0.505
420,0.001,0.4,0.483
420,0.001,0.8,0.48
420,0.001,1.6,0.472
420,0.001,3.2,0.446
420,0.001,6.4,0.426
430,0.001,0.0125,0.502
430,0.001,0.025,0.5
430,0.001,0.05,0.495
430,0.001,0.1,0.503
430,0.001,0.2,0.484
430,0.001,0.4,0.501
430,0.001,0.8,0.48
430,0.001,1.6,0.468
430,0.001,3.2,0.447
430,0.001,6.4,0.426
440,0.001,0.0125,0.467
440,0.001,0.025,0.487
440,0.001,0.05,0.481
440,0.001,0.1,0.497
440,0.001,0.2,0.485
440,0.001,0.4,0.488
440,0.001,0.8,0.485
440,0.001,1.6,0.465
440,0.001,3.2,0.466
440,0.001,6.4,0.434
